# time  mass  x-momentum  y-momentum  z-momentum  E_internal+kinetic  E_kinetic (from vel)  E_internal  E_grav  E_nuc  E_neutloss  mass burned  mass burned to NSQE  mass burned to NSE  mass burned by flame  estimated Ni56 mass  mass with dens > 1e9  mass with dens > 3e8  mass with dens > 1e8  mass with dens > 3e7  mass with dens > 2e7  mass with dens > 1.5e7  mass with dens > 1e7  mass with dens > 7e6  mass with dens > 3e6  mass with dens > 1e6  maximum density  minimum flame density  E_binding  final_nse_mass  
1.33089791724558e+00  2.69859816625620e+33  3.59366043576085e+41  3.12965288821883e+37  0.00000000000000e+00  1.19964128902562e+51  7.59208839268596e+49  1.12372040509875e+51  -1.34784774775491e+51  -2.07883683538405e+52  7.00686629703064e+48  4.97722865856998e+32  4.78607118850254e+32  3.97245105095651e+32  3.75081686599794e+32  2.55517150054169e+32  0.00000000000000e+00  0.00000000000000e+00  6.61628970357866e+32  1.59249745190563e+33  1.97273843036482e+33  2.16476470343966e+33  2.35579579433301e+33  2.45956554589023e+33  2.62349871652104e+33  2.68141322042111e+33  2.30549984259807e+08  5.25597439105240e+06  -1.48206458729293e+50  2.29147179447068e+33  
1.34916712173289e+00  2.69875218110566e+33  2.73303739872776e+41  4.60500414182109e+37  0.00000000000000e+00  1.30902562189509e+51  5.81405163357930e+49  1.25088510555929e+51  -1.51623774943917e+51  -2.07298595040254e+52  6.36759809517513e+48  4.30193785152728e+32  4.06810628106120e+32  3.35452713018253e+32  2.82728717794386e+32  2.10945054405177e+32  0.00000000000000e+00  2.92075184081351e+30  9.64752212980105e+32  1.91212586843202e+33  2.13033216483379e+33  2.27445753565744e+33  2.41175714822773e+33  2.49740875968735e+33  2.62361304222755e+33  2.68440325515788e+33  3.06234134979946e+08  4.29132057447491e+06  -2.07212127544087e+50  2.41462780713404e+33  
1.18760202979995e+00  2.69855891822965e+33  2.68605696124595e+41  -6.71544655324365e+37  0.00000000000000e+00  1.30720254084840e+51  5.53386809241229e+49  1.25186385992428e+51  -1.54947184756861e+51  -2.06938661462964e+52  7.28089825979620e+48  3.64902930374218e+32  3.53219786359406e+32  3.16659414556580e+32  2.80851798122272e+32  1.78441716549703e+32  0.00000000000000e+00  2.94242967343067e+31  1.01888696862658e+33  2.00423831014644e+33  2.21889014064897e+33  2.32861848874540e+33  2.45269516980260e+33  2.53062801278855e+33  2.63767713074436e+33  2.68466734045524e+33  3.29148615558623e+08  3.97407366070250e+06  -2.42269306720212e+50  2.38270655259358e+33  
1.33773804585149e+00  2.69864152678960e+33  3.43604352222328e+41  2.82242649614138e+38  0.00000000000000e+00  1.14448848940999e+51  5.91013679357901e+49  1.08538712147420e+51  -1.32437296738292e+51  -2.07581148901736e+52  8.46317108444194e+48  4.68368658039632e+32  4.52413441115910e+32  3.94269453801282e+32  3.58816336796616e+32  2.29047830502576e+32  0.00000000000000e+00  0.00000000000000e+00  4.29993949113885e+32  1.77962832183115e+33  2.02973261642975e+33  2.17425875446242e+33  2.34813222090769e+33  2.45470506237464e+33  2.61638795948750e+33  2.67973814867989e+33  1.84526974917507e+08  5.81478980445086e+06  -1.79884477972927e+50  2.32344458710777e+33  
1.33286963976871e+00  2.69874539026745e+33  2.87513792125583e+41  1.52191008575189e+38  0.00000000000000e+00  1.19864921903310e+51  4.67357656678308e+49  1.15191345336527e+51  -1.46218268689901e+51  -2.06742758058879e+52  7.41550304407165e+48  3.38539637764422e+32  3.34314894416434e+32  3.03023299363804e+32  3.09628415897817e+32  1.61314269164203e+32  0.00000000000000e+00  0.00000000000000e+00  8.10097720065813e+32  1.91484251394295e+33  2.13388838591496e+33  2.27283750773518e+33  2.43515906129677e+33  2.52728736088901e+33  2.63666254246450e+33  2.68391558053653e+33  2.60489345487386e+08  7.19392502743292e+06  -2.63533467865914e+50  2.33977142926037e+33  
1.31615697186822e+00  2.69867819181633e+33  3.20863580377285e+41  1.90401429154037e+38  0.00000000000000e+00  1.19950912666037e+51  5.61853405189767e+49  1.14332378614139e+51  -1.39314061319200e+51  -2.07443585955992e+52  8.03287409546039e+48  4.52292794891715e+32  4.34122999096892e+32  3.74969412844191e+32  3.38182914365624e+32  2.18756924263391e+32  0.00000000000000e+00  0.00000000000000e+00  6.35214030548332e+32  1.84711947134899e+33  2.08267221397615e+33  2.22889571139657e+33  2.37898541435990e+33  2.47434427311703e+33  2.62141937461762e+33  2.68239193134877e+33  2.22692292330337e+08  5.67572650197526e+06  -1.93631486531639e+50  2.35462316131048e+33  
1.31622755745362e+00  2.69861455472002e+33  3.01263127009731e+41  -1.69229979160328e+38  0.00000000000000e+00  1.14377640990566e+51  5.51838725373777e+49  1.08859253736828e+51  -1.38854921229564e+51  -2.06923184612903e+52  7.79885943732439e+48  3.56605737100467e+32  3.51021594984512e+32  3.12136504208951e+32  3.23733962346108e+32  1.65444412942861e+32  0.00000000000000e+00  0.00000000000000e+00  7.06772601241426e+32  1.73892926956133e+33  2.01831488265591e+33  2.19820148043613e+33  2.39762462293172e+33  2.50214591168727e+33  2.62739758711686e+33  2.68153221794807e+33  2.28822537685648e+08  7.14449754166747e+06  -2.44772802389986e+50  2.32758187515272e+33  
1.44547439522732e+00  2.69871993934134e+33  3.85827206312219e+41  1.35054160722354e+38  0.00000000000000e+00  1.06238889651644e+51  7.18335257710548e+49  9.90555370745386e+50  -1.23978950232192e+51  -2.07606107944381e+52  7.84465919697336e+48  4.46422780498628e+32  4.40245589657994e+32  4.01239524014804e+32  4.25235837518441e+32  2.43734838773656e+32  0.00000000000000e+00  0.00000000000000e+00  2.84595086439627e+32  1.52834670705252e+33  1.86883707320922e+33  2.08384332618571e+33  2.33581489536061e+33  2.46396660786810e+33  2.61678060957794e+33  2.67918640482800e+33  1.68719906122425e+08  7.40632989666671e+06  -1.77400605805480e+50  2.18284847570450e+33  
1.50977968961423e+00  2.69869677269950e+33  4.31604619267010e+41  -2.05030118543007e+38  0.00000000000000e+00  9.92967318486154e+50  7.68723030806303e+49  9.16095015405524e+50  -1.13108983455100e+51  -2.08000467068854e+52  8.26575210423491e+48  5.00331005957591e+32  4.93861144025218e+32  4.45656860512916e+32  4.69969176684971e+32  2.77273221421897e+32  0.00000000000000e+00  0.00000000000000e+00  2.87559781041636e+31  1.32745293301641e+33  1.71967384784665e+33  1.98353337708301e+33  2.26041009509674e+33  2.40992314915170e+33  2.59217717310975e+33  2.67293943665263e+33  1.14132470939934e+08  7.49736506866242e+06  -1.38122516064843e+50  2.09475888560841e+33  
1.31092587796419e+00  2.69874838930961e+33  2.54377762457803e+41  2.97092066235251e+37  0.00000000000000e+00  1.24682727228644e+51  3.92427169302169e+49  1.20758455535622e+51  -1.53835796324609e+51  -2.06457052943179e+52  6.87898928268773e+48  2.96755391449035e+32  2.93312760416854e+32  2.68075627882690e+32  2.80204727822192e+32  1.39295490172379e+32  0.00000000000000e+00  1.14319813797281e+31  1.01970574051105e+33  1.97697784469259e+33  2.18658520323824e+33  2.31874589240631e+33  2.46013300737168e+33  2.54288004986971e+33  2.64210162788477e+33  2.68445203284923e+33  3.14195995985487e+08  8.63251363403916e+06  -2.91530690959657e+50  2.37430760062417e+33  
1.47073145176527e+00  2.69868036799489e+33  4.15769200625810e+41  5.26333697998670e+38  0.00000000000000e+00  1.02351852223307e+51  7.68351599901107e+49  9.46683362242963e+50  -1.18051319903546e+51  -2.07803920296066e+52  7.57568423177601e+48  4.65584244814673e+32  4.59189723506709e+32  4.15638992979816e+32  4.53233206363458e+32  2.61443437587238e+32  0.00000000000000e+00  0.00000000000000e+00  2.26599234934010e+32  1.33302106932656e+33  1.77406667254313e+33  2.04453448370392e+33  2.29752621979026e+33  2.43250960989129e+33  2.60188394844166e+33  2.67580914494466e+33  1.48253267073947e+08  8.54619881538003e+06  -1.56994676802386e+50  2.13581002978364e+33  
1.17320089747293e+00  2.69849156399654e+33  2.95230815535763e+41  1.27221156814917e+38  0.00000000000000e+00  1.27365697532792e+51  5.42542471544955e+49  1.21940272817342e+51  -1.50574613695622e+51  -2.07043303349832e+52  8.13827936751329e+48  3.94145919212367e+32  3.83417636851418e+32  3.47102510533214e+32  3.11675041201552e+32  1.91722475745815e+32  0.00000000000000e+00  0.00000000000000e+00  9.71301175320280e+32  1.98878273334836e+33  2.20183949878867e+33  2.31274999296027e+33  2.44196570516909e+33  2.52386092172006e+33  2.63402777414154e+33  2.68404593958304e+33  2.74624969071307e+08  4.22509802788672e+06  -2.32089161628309e+50  2.41844943987835e+33  
1.21569739742752e+00  2.69864729247863e+33  2.59806690429293e+41  -1.06488092942547e+37  0.00000000000000e+00  1.31372254907114e+51  5.33612425858638e+49  1.26036130648528e+51  -1.56126567768577e+51  -2.06892588417338e+52  7.19986381452600e+48  3.65681931444617e+32  3.51570243083490e+32  3.04318772188487e+32  2.85606157490861e+32  1.70933291697503e+32  0.00000000000000e+00  4.25352795496929e+31  1.05490660289033e+33  1.95691692847505e+33  2.16750171954056e+33  2.30253507188844e+33  2.45280867222204e+33  2.53336413581159e+33  2.64225139780881e+33  2.68658529493408e+33  3.36209761660755e+08  5.43924604791854e+06  -2.47543128614626e+50  2.42246038585775e+33  
1.41122654959432e+00  2.69868770780964e+33  3.73806989307324e+41  -1.04726535701409e+38  0.00000000000000e+00  1.08911246121822e+51  6.94636655057100e+49  1.01964879571251e+51  -1.26074546161373e+51  -2.07659202615494e+52  7.69480556524750e+48  4.55871694989175e+32  4.51015461164360e+32  4.05999850371311e+32  4.13798464317469e+32  2.51008263073231e+32  0.00000000000000e+00  0.00000000000000e+00  3.48604154153374e+32  1.55148262001517e+33  1.90894577384631e+33  2.13940637166711e+33  2.34862473716121e+33  2.46432000388992e+33  2.61378984345637e+33  2.67899647190189e+33  1.78042173228945e+08  7.84616203861491e+06  -1.71633000395509e+50  2.18830107665241e+33  
1.49461721851401e+00  2.69865364490699e+33  3.80595748909973e+41  3.89525277082338e+38  0.00000000000000e+00  1.00207273401595e+51  6.67596023747099e+49  9.35313131641237e+50  -1.18333999645779e+51  -2.07562618339302e+52  8.00039711723700e+48  4.31005326836347e+32  4.25757745023221e+32  3.91640755130778e+32  4.20135253392010e+32  2.33104424655561e+32  0.00000000000000e+00  0.00000000000000e+00  2.24174398983559e+32  1.40523124122641e+33  1.82251781024734e+33  2.04135093863515e+33  2.29356839999267e+33  2.42758896431313e+33  2.59900632786617e+33  2.67457013509336e+33  1.44467719427086e+08  8.65482668649605e+06  -1.81267262441848e+50  2.05324229733638e+33  
