#  radius  density  temperature  c12  o16  ne20  ne22  
596
1.430000000000000e+08 3.642513491008341e+07 1.739615782420385e+08 1.695832313621573e-01 4.536612737192249e-01 3.504503978029486e-01 2.630509711566911e-02 
1.434000000000000e+08 3.585326599736857e+07 1.725118150786771e+08 1.700357083406845e-01 4.536269799253355e-01 3.500537324937636e-01 2.628357924021652e-02 
1.438000000000000e+08 3.528744811513591e+07 1.710571024545044e+08 1.705227929667815e-01 4.535897372119640e-01 3.496270587382281e-01 2.626041108302649e-02 
1.442000000000000e+08 3.472887367174375e+07 1.696068438416836e+08 1.710345942215980e-01 4.535503600761071e-01 3.491789817317976e-01 2.623606397049731e-02 
1.446000000000000e+08 3.417914381995535e+07 1.681755399373469e+08 1.715581203826536e-01 4.535099101930555e-01 3.487208124834595e-01 2.621115694083135e-02 
1.450000000000000e+08 3.363719404538453e+07 1.667547513700157e+08 1.721036409197590e-01 4.534675382174326e-01 3.482436202572865e-01 2.618520060552193e-02 
1.454000000000000e+08 3.310246057551467e+07 1.653408551989509e+08 1.726777490880805e-01 4.534226928323462e-01 3.477416773498279e-01 2.615788072974555e-02 
1.458000000000000e+08 3.257494865928960e+07 1.639344593029850e+08 1.732831741532527e-01 4.533751396517416e-01 3.472126189923586e-01 2.612906720264698e-02 
1.462000000000000e+08 3.205466080604589e+07 1.625360789375763e+08 1.739210461145815e-01 4.533247804934405e-01 3.466554672369652e-01 2.609870615501289e-02 
1.466000000000000e+08 3.154236726680052e+07 1.611531060920093e+08 1.745831114859423e-01 4.532722938519134e-01 3.460774037299144e-01 2.606719093223000e-02 
1.470000000000000e+08 3.103721818696964e+07 1.597788004720013e+08 1.752847713950321e-01 4.532163905460634e-01 3.454650505674980e-01 2.603378749140641e-02 
1.474000000000000e+08 3.053850879741395e+07 1.584079809220217e+08 1.760404553390177e-01 4.531558589467506e-01 3.448058776274734e-01 2.599780808675830e-02 
1.478000000000000e+08 3.004655777961850e+07 1.570437783602341e+08 1.768549927805074e-01 4.530902795913322e-01 3.440957051084950e-01 2.595902251966542e-02 
1.482000000000000e+08 2.956164182337189e+07 1.556889614103830e+08 1.777269029497072e-01 4.530197680841952e-01 3.433358275880888e-01 2.591750137800865e-02 
1.486000000000000e+08 2.908427615994251e+07 1.543487205479267e+08 1.786502045542179e-01 4.529448113101782e-01 3.425314543593749e-01 2.587352977622896e-02 
1.490000000000000e+08 2.861453002811158e+07 1.530241726064169e+08 1.796242205121154e-01 4.528654587270679e-01 3.416831807469983e-01 2.582714001381829e-02 
1.494000000000000e+08 2.815060042498910e+07 1.516992273902613e+08 1.807399595387926e-01 4.527740334797700e-01 3.407120125403678e-01 2.577399444106961e-02 
1.498000000000000e+08 2.769176771974158e+07 1.503675034399109e+08 1.820342857031604e-01 4.526674251949601e-01 3.395859530563083e-01 2.571233604557126e-02 
1.502000000000000e+08 2.723929507050717e+07 1.490396733745022e+08 1.835010644914193e-01 4.525460955073150e-01 3.383103825909551e-01 2.564245741031052e-02 
1.506000000000000e+08 2.679387032994020e+07 1.477213813150636e+08 1.851554523352774e-01 4.524087174446287e-01 3.368721938973271e-01 2.556363632276668e-02 
1.510000000000000e+08 2.654295686045258e+07 1.469827415030923e+08 1.863755517711702e-01 4.523066646066977e-01 3.358122828356800e-01 2.550550078645228e-02 
1.514000000000000e+08 2.592183983059788e+07 1.450859341935413e+08 1.894576123606952e-01 4.520490034203147e-01 3.331347373450930e-01 2.535864687389705e-02 
1.518000000000000e+08 2.549528797417128e+07 1.437687420727523e+08 1.921007418907064e-01 4.518267274352705e-01 3.308398303331734e-01 2.523270034084973e-02 
1.522000000000000e+08 2.507420033305442e+07 1.424303745648482e+08 1.956857053364533e-01 4.515236102412776e-01 3.277288172897270e-01 2.506186713254213e-02 
1.526000000000000e+08 2.465914473956132e+07 1.410474907600532e+08 2.016071018681398e-01 4.510200144661374e-01 3.225931993894922e-01 2.477968427623064e-02 
1.530000000000000e+08 2.415375853669358e+07 1.392536031205847e+08 2.133265954252053e-01 4.500125716135618e-01 3.124396499542357e-01 2.422118300699711e-02 
1.534000000000000e+08 2.380016222123564e+07 1.379143127880677e+08 2.271253524569765e-01 4.488061734042408e-01 3.005048863097154e-01 2.356358782906728e-02 
1.538000000000000e+08 2.352898360321283e+07 1.368422687066270e+08 2.407638524976055e-01 4.476003767323896e-01 2.887221422799909e-01 2.291362849001407e-02 
1.542000000000000e+08 2.307140932469636e+07 1.348895301625399e+08 2.814095901852192e-01 4.438897158314529e-01 2.537240933419141e-01 2.097660064141374e-02 
1.546000000000000e+08 2.265111348006767e+07 1.329681892817026e+08 3.476321292807382e-01 4.373952712975351e-01 1.971519272694634e-01 1.782067215226324e-02 
1.550000000000000e+08 2.223097357133947e+07 1.310509768970396e+08 4.594879976378090e-01 4.246548523358394e-01 1.033671287476472e-01 1.249002127870446e-02 
1.554000000000000e+08 2.188540052849119e+07 1.301253201789346e+08 5.747823831168645e-01 4.086187085464718e-01 9.603405732073137e-03 6.995502604590633e-03 
1.558000000000000e+08 2.146128766785896e+07 1.305164315433912e+08 5.765113897324803e-01 4.083403818000096e-01 8.235124147160058e-03 6.913104320350060e-03 
1.562000000000000e+08 2.110041660173923e+07 1.308733176630005e+08 5.765113896782509e-01 4.083403818517924e-01 8.235124146590231e-03 6.913104323366545e-03 
1.566000000000000e+08 2.074365814221835e+07 1.312298069135424e+08 5.765113897588171e-01 4.083403817702727e-01 8.235124148283446e-03 6.913104322626784e-03 
1.570000000000000e+08 2.039245964926791e+07 1.315992627238106e+08 5.765113897545732e-01 4.083403817724443e-01 8.235124149989772e-03 6.913104322992703e-03 
1.574000000000000e+08 2.004649765398091e+07 1.319811391314430e+08 5.765113897436884e-01 4.083403817808364e-01 8.235124151924813e-03 6.913104323550382e-03 
1.578000000000000e+08 1.970388742884731e+07 1.323915442983935e+08 5.765113897411656e-01 4.083403817813024e-01 8.235124153665403e-03 6.913104323866575e-03 
1.582000000000000e+08 1.936553387278450e+07 1.328227096036035e+08 5.765113897582012e-01 4.083403817617656e-01 8.235124155435404e-03 6.913104324597730e-03 
1.586000000000000e+08 1.903318753357553e+07 1.332592654302478e+08 5.765113897284142e-01 4.083403817872963e-01 8.235124158767558e-03 6.913104325521985e-03 
1.590000000000000e+08 1.870658622785044e+07 1.337023250089876e+08 5.765113897317451e-01 4.083403817836150e-01 8.235124159601259e-03 6.913104325038694e-03 
1.594000000000000e+08 1.838391359556735e+07 1.341707113738365e+08 5.765113897249737e-01 4.083403817874213e-01 8.235124161927326e-03 6.913104325677650e-03 
1.598000000000000e+08 1.806548629719245e+07 1.346605618649108e+08 5.765113897179521e-01 4.083403817916588e-01 8.235124164472292e-03 6.913104325916759e-03 
1.602000000000000e+08 1.775258744659811e+07 1.351577894650288e+08 5.765113896999996e-01 4.083403818080307e-01 8.235124165775405e-03 6.913104326194427e-03 
1.606000000000000e+08 1.744368358987498e+07 1.356793129897760e+08 5.765113896781405e-01 4.083403818243890e-01 8.235124169682629e-03 6.913104327787934e-03 
1.610000000000000e+08 1.714000205086339e+07 1.362100093244934e+08 5.765113897068006e-01 4.083403817940576e-01 8.235124171562691e-03 6.913104327579207e-03 
1.614000000000000e+08 1.684037247384715e+07 1.367644527459517e+08 5.765113897018548e-01 4.083403817959491e-01 8.235124174228904e-03 6.913104327967131e-03 
1.618000000000000e+08 1.654437304610807e+07 1.373477411781082e+08 5.765113896883922e-01 4.083403818063233e-01 8.235124176879419e-03 6.913104328404982e-03 
1.622000000000000e+08 1.625323334418356e+07 1.379433310233899e+08 5.765113896878655e-01 4.083403818027005e-01 8.235124179666906e-03 6.913104329766918e-03 
1.626000000000000e+08 1.596720122752482e+07 1.385468731808543e+08 5.765113896992724e-01 4.083403817874235e-01 8.235124183340119e-03 6.913104329963932e-03 
1.630000000000000e+08 1.568424216475165e+07 1.391879039028840e+08 5.765113896893820e-01 4.083403817943607e-01 8.235124185846333e-03 6.913104330410916e-03 
1.634000000000000e+08 1.540578473364204e+07 1.398493569288716e+08 5.765113896975826e-01 4.083403817825044e-01 8.235124189179894e-03 6.913104330733004e-03 
1.638000000000000e+08 1.513225996071208e+07 1.405240353497481e+08 5.765113896741897e-01 4.083403818003143e-01 8.235124193167794e-03 6.913104332328271e-03 
1.642000000000000e+08 1.486165468247420e+07 1.412215627958090e+08 5.765113896712213e-01 4.083403818002213e-01 8.235124195967593e-03 6.913104332589890e-03 
1.646000000000000e+08 1.459484424591994e+07 1.419442514836006e+08 5.765113896621523e-01 4.083403818055386e-01 8.235124199212745e-03 6.913104333096464e-03 
1.650000000000000e+08 1.433250738585246e+07 1.426909421925541e+08 5.765113897107825e-01 4.083403817532285e-01 8.235124202784105e-03 6.913104333205013e-03 
1.654000000000000e+08 1.407488863989055e+07 1.434447649222366e+08 5.765113896352546e-01 4.083403818228832e-01 8.235124206914359e-03 6.913104334947872e-03 
1.658000000000000e+08 1.381997296832436e+07 1.442446883684344e+08 5.765113896418735e-01 4.083403818124719e-01 8.235124210560909e-03 6.913104335093531e-03 
1.662000000000000e+08 1.356854383747184e+07 1.450751882246509e+08 5.765113896654003e-01 4.083403817841000e-01 8.235124214627569e-03 6.913104335872231e-03 
1.666000000000000e+08 1.332159243332225e+07 1.459158822618053e+08 5.765113896122147e-01 4.083403818313705e-01 8.235124218833144e-03 6.913104337581634e-03 
1.670000000000000e+08 1.307861198189127e+07 1.467762407115960e+08 5.765113896341271e-01 4.083403818041133e-01 8.235124223771840e-03 6.913104337987763e-03 
1.674000000000000e+08 1.283845673500842e+07 1.476813449955783e+08 5.765113896261539e-01 4.083403818065868e-01 8.235124228267800e-03 6.913104338991567e-03 
1.678000000000000e+08 1.260201493627667e+07 1.486105307073281e+08 5.765113896096496e-01 4.083403818178395e-01 8.235124232661276e-03 6.913104339849417e-03 
1.682000000000000e+08 1.236946316837555e+07 1.495595192306561e+08 5.765113895769008e-01 4.083403818433800e-01 8.235124238089926e-03 6.913104341629106e-03 
1.686000000000000e+08 1.214016718850595e+07 1.505424693938761e+08 5.765113895700854e-01 4.083403818445814e-01 8.235124242976285e-03 6.913104342356916e-03 
1.690000000000000e+08 1.191470277122658e+07 1.515447643431191e+08 5.765113895538349e-01 4.083403818540569e-01 8.235124248580021e-03 6.913104343528209e-03 
1.694000000000000e+08 1.169210444414264e+07 1.525910624460206e+08 5.765113895865058e-01 4.083403818156799e-01 8.235124253659338e-03 6.913104344154959e-03 
1.698000000000000e+08 1.147299779840642e+07 1.536639484684789e+08 5.765113895692313e-01 4.083403818260403e-01 8.235124259285199e-03 6.913104345443126e-03 
1.702000000000000e+08 1.125725113003856e+07 1.547664716401873e+08 5.765113895495486e-01 4.083403818383803e-01 8.235124265399966e-03 6.913104346671178e-03 
1.706000000000000e+08 1.104506041094214e+07 1.558916845358775e+08 5.765113895401011e-01 4.083403818404176e-01 8.235124271779252e-03 6.913104347701962e-03 
1.710000000000000e+08 1.083605977354378e+07 1.570502787953358e+08 5.765113895155076e-01 4.083403818599186e-01 8.235124276394178e-03 6.913104348179571e-03 
1.714000000000000e+08 1.062969668244112e+07 1.582586779686570e+08 5.765113895064581e-01 4.083403818588741e-01 8.235124284595469e-03 6.913104350072453e-03 
1.718000000000000e+08 1.037137644724518e+07 1.598416947191738e+08 5.765113895125603e-01 4.083403818425038e-01 8.235124292710859e-03 6.913104352225134e-03 
1.722000000000000e+08 1.022680383339685e+07 1.607598870739579e+08 5.765113894874174e-01 4.083403818614341e-01 8.235124297867545e-03 6.913104353280963e-03 
1.726000000000000e+08 1.003055091253197e+07 1.620416786305604e+08 5.765113894884804e-01 4.083403818519491e-01 8.235124304863407e-03 6.913104354707213e-03 
1.730000000000000e+08 9.836751069722533e+06 1.633792038268309e+08 5.765113894781653e-01 4.083403818529747e-01 8.235124312398876e-03 6.913104356461131e-03 
1.734000000000000e+08 9.645185522620142e+06 1.647797657884917e+08 5.765113894385218e-01 4.083403818846735e-01 8.235124318497797e-03 6.913104358307003e-03 
1.738000000000000e+08 9.457130022427261e+06 1.661946543983662e+08 5.765113894243790e-01 4.083403818878473e-01 8.235124328785173e-03 6.913104358988613e-03 
1.742000000000000e+08 9.272335681393921e+06 1.676319376809945e+08 5.765113894558488e-01 4.083403818493266e-01 8.235124334669754e-03 6.913104360154848e-03 
1.746000000000000e+08 9.090211496893644e+06 1.691142599096541e+08 5.765113894294841e-01 4.083403818632634e-01 8.235124344557773e-03 6.913104362694750e-03 
1.750000000000000e+08 8.910633234362721e+06 1.706460465738325e+08 5.765113894032138e-01 4.083403818780711e-01 8.235124354053684e-03 6.913104364661485e-03 
1.754000000000000e+08 8.733806896200776e+06 1.722169617558022e+08 5.765113893994016e-01 4.083403818684931e-01 8.235124365130025e-03 6.913104366975302e-03 
1.758000000000000e+08 8.560109724079907e+06 1.738090264259467e+08 5.765113893827327e-01 4.083403818708635e-01 8.235124377217001e-03 6.913104369186769e-03 
1.762000000000000e+08 8.389070668740451e+06 1.754423023759384e+08 5.765113893697864e-01 4.083403818661804e-01 8.235124391682769e-03 6.913104372350420e-03 
1.766000000000000e+08 8.220241939298928e+06 1.771361362130604e+08 5.765113892737987e-01 4.083403819426942e-01 8.235124408189434e-03 6.913104375317767e-03 
1.770000000000000e+08 8.054177992617071e+06 1.788625367001936e+08 5.765113892132876e-01 4.083403819751597e-01 8.235124430320815e-03 6.913104381231911e-03 
1.774000000000000e+08 7.891023272074342e+06 1.806128132133441e+08 5.765113892276189e-01 4.083403819232317e-01 8.235124463279167e-03 6.913104385870102e-03 
1.778000000000000e+08 7.730552612847209e+06 1.823965160796089e+08 5.765113891791053e-01 4.083403819237876e-01 8.235124501542354e-03 6.913104395564714e-03 
1.782000000000000e+08 7.571840480148673e+06 1.842588157122879e+08 5.765113890801611e-01 4.083403819599206e-01 8.235124554378569e-03 6.913104405539789e-03 
1.786000000000000e+08 7.275307880801109e+06 1.878789071316772e+08 5.765113888392764e-01 4.083403820233031e-01 8.235124701705407e-03 6.913104435715117e-03 
1.790000000000000e+08 7.263078036511838e+06 1.880347899013302e+08 5.765113888371225e-01 4.083403820180102e-01 8.235124707774188e-03 6.913104437093033e-03 
1.794000000000000e+08 7.112068381778538e+06 1.899961652509489e+08 5.765113886425306e-01 4.083403820880826e-01 8.235124811365810e-03 6.913104458020937e-03 
1.798000000000000e+08 6.963304261005163e+06 1.920032738879666e+08 5.765113884465199e-01 4.083403821360296e-01 8.235124934022784e-03 6.913104483427463e-03 
1.802000000000000e+08 6.817025218372881e+06 1.940396448130436e+08 5.765113882169408e-01 4.083403821979265e-01 8.235125073483250e-03 6.913104511649480e-03 
1.806000000000000e+08 6.673184292923987e+06 1.961044606506455e+08 5.765113879976749e-01 4.083403822353415e-01 8.235125224439420e-03 6.913104542544272e-03 
1.810000000000000e+08 6.531945858541727e+06 1.981859323039570e+08 5.765113877171786e-01 4.083403823201123e-01 8.235125387477357e-03 6.913104575231630e-03 
1.814000000000000e+08 6.392673952547491e+06 2.003185076120205e+08 5.765113874363942e-01 4.083403824024298e-01 8.235125552111141e-03 6.913104609064671e-03 
1.818000000000000e+08 6.255177597471058e+06 2.025095660356192e+08 5.765113871552279e-01 4.083403824794183e-01 8.235125721512476e-03 6.913104643841434e-03 
1.822000000000000e+08 6.120502848821044e+06 2.046927259364085e+08 5.765113868852749e-01 4.083403825499152e-01 8.235125887221815e-03 6.913104677588102e-03 
1.826000000000000e+08 5.988029901794136e+06 2.069024527425919e+08 5.765113865885244e-01 4.083403826508894e-01 8.235126049712467e-03 6.913104710873745e-03 
1.830000000000000e+08 5.857465729335487e+06 2.091529740879019e+08 5.765113863435317e-01 4.083403826998781e-01 8.235126212440621e-03 6.913104744149572e-03 
1.834000000000000e+08 5.729269002424389e+06 2.114126756811347e+08 5.765113861045897e-01 4.083403827480344e-01 8.235126370946342e-03 6.913104776429518e-03 
1.838000000000000e+08 5.602638532444954e+06 2.137232484835992e+08 5.765113858366099e-01 4.083403828295706e-01 8.235126526107995e-03 6.913104807711581e-03 
1.842000000000000e+08 5.478421039911985e+06 2.160312382687123e+08 5.765113855854438e-01 4.083403828963642e-01 8.235126679149444e-03 6.913104839042517e-03 
1.846000000000000e+08 5.356218618460923e+06 2.183555050325990e+08 5.765113853416565e-01 4.083403829607445e-01 8.235126828248108e-03 6.913104869350956e-03 
1.850000000000000e+08 5.210495723182632e+06 2.211551141174723e+08 5.765113850541022e-01 4.083403830378826e-01 8.235127003049467e-03 6.913104904965762e-03 
1.854000000000000e+08 5.118169799595416e+06 2.230165320430961e+08 5.765113848586872e-01 4.083403830935315e-01 8.235127119228552e-03 6.913104928552721e-03 
1.858000000000000e+08 5.001974533533990e+06 2.253670526741943e+08 5.765113846482463e-01 4.083403831325526e-01 8.235127262426008e-03 6.913104956775226e-03 
1.862000000000000e+08 4.887390208794415e+06 2.277453883266611e+08 5.765113844059080e-01 4.083403832030671e-01 8.235127404112030e-03 6.913104986912793e-03 
1.866000000000000e+08 4.775140155458570e+06 2.301096513909190e+08 5.765113841352785e-01 4.083403833067512e-01 8.235127542955530e-03 6.913105015014825e-03 
1.870000000000000e+08 4.664800227245778e+06 2.324864895386600e+08 5.765113839546082e-01 4.083403833202998e-01 8.235127681730181e-03 6.913105043361721e-03 
1.874000000000000e+08 4.556075988116771e+06 2.348935545811701e+08 5.765113837147421e-01 4.083403833961305e-01 8.235127817966583e-03 6.913105071160889e-03 
1.878000000000000e+08 4.449281515174389e+06 2.373078582448890e+08 5.765113834938116e-01 4.083403834500359e-01 8.235127956797098e-03 6.913105099355382e-03 
1.882000000000000e+08 4.344441273213089e+06 2.397251432692771e+08 5.765113832756743e-01 4.083403835024959e-01 8.235128094356984e-03 6.913105127472747e-03 
1.886000000000000e+08 4.241431929387599e+06 2.421503816217070e+08 5.765113830175411e-01 4.083403835934227e-01 8.235128233121393e-03 6.913105155914799e-03 
1.890000000000000e+08 4.139927617269963e+06 2.446012124306860e+08 5.765113827962040e-01 4.083403836456599e-01 8.235128373764014e-03 6.913105184372176e-03 
1.894000000000000e+08 4.040100940038145e+06 2.470583647812843e+08 5.765113825924714e-01 4.083403836753441e-01 8.235128517962487e-03 6.913105214222014e-03 
1.898000000000000e+08 4.000854770958655e+06 2.480268932935851e+08 5.765113824713937e-01 4.083403837294119e-01 8.235128574088722e-03 6.913105225105846e-03 
1.902000000000000e+08 3.846223613409579e+06 2.519238394831791e+08 5.765113820469397e-01 4.083403838609273e-01 8.235128817023417e-03 6.913105275109420e-03 
1.906000000000000e+08 3.751787068694681e+06 2.543434824257426e+08 5.765113818288572e-01 4.083403838953699e-01 8.235128970392315e-03 6.913105305380525e-03 
1.910000000000000e+08 3.658571564417273e+06 2.567727087391558e+08 5.765113815631183e-01 4.083403839646432e-01 8.235129133075324e-03 6.913105339163231e-03 
1.914000000000000e+08 3.567532573319614e+06 2.591486687398052e+08 5.765113812765763e-01 4.083403840491732e-01 8.235129301030292e-03 6.913105373220206e-03 
1.918000000000000e+08 3.477874412375748e+06 2.615085592334845e+08 5.765113809952829e-01 4.083403841201117e-01 8.235129475694542e-03 6.913105408910829e-03 
1.922000000000000e+08 3.389955611340016e+06 2.638289882728138e+08 5.765113806932260e-01 4.083403842041940e-01 8.235129656810653e-03 6.913105445769330e-03 
1.926000000000000e+08 3.303611016737908e+06 2.661108735432310e+08 5.765113803746587e-01 4.083403842946688e-01 8.235129846391671e-03 6.913105484280848e-03 
1.930000000000000e+08 3.237422407846136e+06 2.678278017748171e+08 5.765113801339254e-01 4.083403843548420e-01 8.235129996400930e-03 6.913105514831595e-03 
1.934000000000000e+08 3.135410315334916e+06 2.705459357788849e+08 5.765113796591200e-01 4.083403845448210e-01 8.235130233627257e-03 6.913105562431710e-03 
1.938000000000000e+08 3.053753397249252e+06 2.726811930005722e+08 5.765113794175316e-01 4.083403845450242e-01 8.235130433568926e-03 6.913105603875433e-03 
1.942000000000000e+08 2.919807845116032e+06 2.761224977690973e+08 5.765113788958272e-01 4.083403846854740e-01 8.235130750432324e-03 6.913105668266323e-03 
1.946000000000000e+08 2.894928160990298e+06 2.767787924947205e+08 5.765113788280828e-01 4.083403846812968e-01 8.235130809344208e-03 6.913105681276286e-03 
1.950000000000000e+08 2.846362228828135e+06 2.780088638115791e+08 5.765113786228920e-01 4.083403847582435e-01 8.235130916777498e-03 6.913105702087071e-03 
1.954000000000000e+08 2.742065782008767e+06 2.806167772292538e+08 5.765113782697994e-01 4.083403848580132e-01 8.235131127201365e-03 6.913105744986074e-03 
1.958000000000000e+08 2.667719659656435e+06 2.824306901259327e+08 5.765113780851620e-01 4.083403849012399e-01 8.235131244885091e-03 6.913105768713105e-03 
1.962000000000000e+08 2.573455294749374e+06 2.846436156900136e+08 5.765113779330169e-01 4.083403849414352e-01 8.235131337991074e-03 6.913105787556977e-03 
1.966000000000000e+08 2.523444128575474e+06 2.858290628006153e+08 5.765113778456062e-01 4.083403849915503e-01 8.235131370436044e-03 6.913105792407597e-03 
1.970000000000000e+08 2.453328652810544e+06 2.874083894286022e+08 5.765113778816046e-01 4.083403849567585e-01 8.235131368682426e-03 6.913105792954562e-03 
1.974000000000000e+08 2.384642134831995e+06 2.889039385207386e+08 5.765113779882864e-01 4.083403849153944e-01 8.235131313900270e-03 6.913105782419012e-03 
1.978000000000000e+08 2.317392659959286e+06 2.903137476441078e+08 5.765113781969707e-01 4.083403848408851e-01 8.235131203340643e-03 6.913105758803704e-03 
1.982000000000000e+08 2.251339527527720e+06 2.916338812910595e+08 5.765113784479856e-01 4.083403847821030e-01 8.235131042771958e-03 6.913105727139483e-03 
1.986000000000000e+08 2.190318464334860e+06 2.927744851746120e+08 5.765113787718479e-01 4.083403847150234e-01 8.235130829593184e-03 6.913105683535628e-03 
1.990000000000000e+08 2.123349734318525e+06 2.940021273458862e+08 5.765113792276384e-01 4.083403845905169e-01 8.235130554856021e-03 6.913105626988542e-03 
1.994000000000000e+08 2.061379267811209e+06 2.950479239517403e+08 5.765113797399797e-01 4.083403844560342e-01 8.235130240530516e-03 6.913105563455683e-03 
1.998000000000000e+08 1.990652250324958e+06 2.961175383351123e+08 5.765113804254668e-01 4.083403842722340e-01 8.235129823739334e-03 6.913105478559793e-03 
2.002000000000000e+08 1.941024888148129e+06 2.968437628977814e+08 5.765113809189163e-01 4.083403841627654e-01 8.235129504652768e-03 6.913105413665541e-03 
2.006000000000000e+08 1.876834602493330e+06 2.976392860281155e+08 5.765113816861912e-01 4.083403839349840e-01 8.235129056531428e-03 6.913105322293378e-03 
2.010000000000000e+08 1.825681881767601e+06 2.982483367417717e+08 5.765113824032100e-01 4.083403836693282e-01 8.235128681238376e-03 6.913105246223544e-03 
2.014000000000000e+08 1.769873268766642e+06 2.988034646547623e+08 5.765113829784134e-01 4.083403836051642e-01 8.235128256698858e-03 6.913105159723598e-03 
2.018000000000000e+08 1.722547167846387e+06 2.991769026340026e+08 5.765113835915781e-01 4.083403834254872e-01 8.235127896813984e-03 6.913105086120754e-03 
2.022000000000000e+08 1.678557799275053e+06 2.994918342886214e+08 5.765113841528341e-01 4.083403832754336e-01 8.235127555178376e-03 6.913105016553736e-03 
2.026000000000000e+08 1.609399815148652e+06 2.998600392790680e+08 5.765113851308392e-01 4.083403829245485e-01 8.235127033668117e-03 6.913104910944193e-03 
2.030000000000000e+08 1.558119772237331e+06 3.000036301043930e+08 5.765113855819805e-01 4.083403829218910e-01 8.235126662199842e-03 6.913104833928685e-03 
2.034000000000000e+08 1.503664820371787e+06 3.000348460998166e+08 5.765113862287060e-01 4.083403827204677e-01 8.235126291572021e-03 6.913104759254209e-03 
2.038000000000000e+08 1.475165173084159e+06 3.000251488237734e+08 5.765113865436398e-01 4.083403826362744e-01 8.235126099868099e-03 6.913104720217847e-03 
2.042000000000000e+08 1.411269464434892e+06 2.998579544252682e+08 5.765113870761939e-01 4.083403825752169e-01 8.235125708977734e-03 6.913104639611404e-03 
2.046000000000000e+08 1.364519611950740e+06 2.996139715684738e+08 5.765113875286386e-01 4.083403824289670e-01 8.235125453754712e-03 6.913104588639686e-03 
2.050000000000000e+08 1.326932538533142e+06 2.993159442421332e+08 5.765113879116873e-01 4.083403822704947e-01 8.235125267167258e-03 6.913104550650578e-03 
2.054000000000000e+08 1.274038367677659e+06 2.988183377312183e+08 5.765113882084383e-01 4.083403822679725e-01 8.235125022735578e-03 6.913104500853676e-03 
2.058000000000000e+08 1.234953380752734e+06 2.983216592759574e+08 5.765113885541694e-01 4.083403820986667e-01 8.235124876149625e-03 6.913104471014270e-03 
2.062000000000000e+08 1.187742237895131e+06 2.976462178864880e+08 5.765113888095464e-01 4.083403820545443e-01 8.235124702141109e-03 6.913104433768288e-03 
2.066000000000000e+08 1.145989903567284e+06 2.969044463752508e+08 5.765113891100777e-01 4.083403818921147e-01 8.235124584472182e-03 6.913104413335302e-03 
2.070000000000000e+08 1.100947600789985e+06 2.959807238942106e+08 5.765113892128251e-01 4.083403819224545e-01 8.235124475353472e-03 6.913104389366989e-03 
2.074000000000000e+08 1.073265309842840e+06 2.953445259347376e+08 5.765113893090190e-01 4.083403818967080e-01 8.235124416829534e-03 6.913104377443578e-03 
2.078000000000000e+08 1.026845689475983e+06 2.941627193531504e+08 5.765113894427178e-01 4.083403818689145e-01 8.235124329603691e-03 6.913104358764009e-03 
2.082000000000000e+08 9.954772666887671e+05 2.932585286186775e+08 5.765113895212486e-01 4.083403818398900e-01 8.235124287726735e-03 6.913104351134781e-03 
2.086000000000000e+08 9.481677047955015e+05 2.917455552089041e+08 5.765113896132339e-01 4.083403818152549e-01 8.235124231779316e-03 6.913104339732063e-03 
2.090000000000000e+08 9.161448986354023e+05 2.906166361218700e+08 5.765113896138575e-01 4.083403818535041e-01 8.235124200713694e-03 6.913104331924809e-03 
2.094000000000000e+08 8.784389011007029e+05 2.891519046213662e+08 5.765113897088638e-01 4.083403817896342e-01 8.235124173624245e-03 6.913104327877532e-03 
2.098000000000000e+08 8.431822358030860e+05 2.876554492112913e+08 5.765113897405619e-01 4.083403817811409e-01 8.235124154349807e-03 6.913104323947342e-03 
2.102000000000000e+08 8.116254639836237e+05 2.862085996501901e+08 5.765113897635045e-01 4.083403817749901e-01 8.235124140401550e-03 6.913104321103994e-03 
2.106000000000000e+08 7.865033478074238e+05 2.849765350001079e+08 5.765113897781259e-01 4.083403817710690e-01 8.235124131513522e-03 6.913104319291727e-03 
2.110000000000000e+08 7.592557973348913e+05 2.835474082207901e+08 5.765113897904591e-01 4.083403817677645e-01 8.235124124016290e-03 6.913104317760158e-03 
2.114000000000000e+08 7.185183328224719e+05 2.812447191194122e+08 5.765113897883127e-01 4.083403817813056e-01 8.235124114798702e-03 6.913104315583028e-03 
2.118000000000000e+08 6.800927685304984e+05 2.788731043496642e+08 5.765113898117200e-01 4.083403817620576e-01 8.235124111096163e-03 6.913104315126185e-03 
2.122000000000000e+08 6.593835981896073e+05 2.775011101419582e+08 5.765113898586125e-01 4.083403817186341e-01 8.235124108218212e-03 6.913104314535169e-03 
2.126000000000000e+08 6.281205766595963e+05 2.753009024903896e+08 5.765113898183359e-01 4.083403817602856e-01 8.235124107075083e-03 6.913104314303360e-03 
2.130000000000000e+08 6.039056403586627e+05 2.734836595775341e+08 5.765113898203029e-01 4.083403817597576e-01 8.235124105879543e-03 6.913104314059931e-03 
2.134000000000000e+08 5.840211915425907e+05 2.719150047611343e+08 5.765113898215480e-01 4.083403817594227e-01 8.235124105121691e-03 6.913104313907463e-03 
2.138000000000000e+08 5.514154653128344e+05 2.691748020769700e+08 5.765113898228275e-01 4.083403817590818e-01 8.235124104344262e-03 6.913104313746552e-03 
2.142000000000000e+08 5.303563897053864e+05 2.672930399208056e+08 5.765113898233932e-01 4.083403817589294e-01 8.235124104000459e-03 6.913104313676933e-03 
