#  radius  density  temperature  c12  o16  ne20  ne22  
596
7.140000000000000e+07 4.248850591776438e+08 6.591273331094100e+08 1.509369685843313e-01 4.535007778200590e-01 3.683923909449796e-01 2.716986265063008e-02 
7.180000000000000e+07 4.200526313824205e+08 6.547755445944695e+08 1.509915038504217e-01 4.535171980459994e-01 3.683237428153435e-01 2.716755528823529e-02 
7.220000000000000e+07 4.152607601553788e+08 6.504469745159044e+08 1.510454349813680e-01 4.535333784018551e-01 3.682559143402417e-01 2.716527227653518e-02 
7.260000000000000e+07 4.105094618109975e+08 6.461410221377733e+08 1.510987791658688e-01 4.535493222287125e-01 3.681888857247217e-01 2.716301288069702e-02 
7.300000000000000e+07 4.057986888192918e+08 6.418577984427626e+08 1.511515593795797e-01 4.535650357704837e-01 3.681226286853988e-01 2.716077616453773e-02 
7.340000000000000e+07 4.011278563883815e+08 6.376043174599872e+08 1.512037738158420e-01 4.535805321150810e-01 3.680571315564342e-01 2.715856251264279e-02 
7.380000000000000e+07 3.964974169730153e+08 6.333732864174933e+08 1.512554647855638e-01 4.535958078893222e-01 3.679923574684735e-01 2.715636985664025e-02 
7.420000000000000e+07 3.919075195355604e+08 6.291620063264792e+08 1.513066528130100e-01 4.536108630767153e-01 3.679282868793434e-01 2.715419723093141e-02 
7.460000000000000e+07 3.873577316111569e+08 6.249736017413390e+08 1.513573596613284e-01 4.536257091034721e-01 3.678648873653471e-01 2.715204386985256e-02 
7.500000000000000e+07 3.828481029300101e+08 6.208081806180923e+08 1.514075882328085e-01 4.536403470308311e-01 3.678021550799419e-01 2.714990965641839e-02 
7.540000000000000e+07 3.783785196080120e+08 6.166678540141778e+08 1.514573487604266e-01 4.536547838060094e-01 3.677400731741104e-01 2.714779425945359e-02 
7.580000000000000e+07 3.739488261087017e+08 6.125566617340822e+08 1.515066234683928e-01 4.536690232387323e-01 3.676786546934587e-01 2.714569859941608e-02 
7.620000000000000e+07 3.695592274873121e+08 6.084629681651592e+08 1.515555119812061e-01 4.536830663427493e-01 3.676178036625702e-01 2.714361801347428e-02 
7.660000000000000e+07 3.652095770973337e+08 6.043892389093118e+08 1.516040037226404e-01 4.536969154201084e-01 3.675575278083819e-01 2.714155304886933e-02 
7.700000000000000e+07 3.608996179087772e+08 6.003375069108789e+08 1.516521052897199e-01 4.537105760810654e-01 3.674978151136536e-01 2.713950351556095e-02 
7.740000000000000e+07 3.566292003702421e+08 5.963127904521337e+08 1.516997899914355e-01 4.537240524694976e-01 3.674386867896153e-01 2.713747074945163e-02 
7.780000000000000e+07 3.523982342624214e+08 5.923114166769397e+08 1.517470993069760e-01 4.537373466624105e-01 3.673801011829196e-01 2.713545284769377e-02 
7.820000000000000e+07 3.482066137820714e+08 5.883317894288142e+08 1.517940567554706e-01 4.537504609416916e-01 3.673220335506639e-01 2.713344875217376e-02 
7.860000000000000e+07 3.440540951714656e+08 5.843708893140974e+08 1.518407091864448e-01 4.537634003716798e-01 3.672644340740249e-01 2.713145636785036e-02 
7.900000000000000e+07 3.399405989991267e+08 5.804319555499279e+08 1.518870356813219e-01 4.537761663396926e-01 3.672073212742369e-01 2.712947670474857e-02 
7.940000000000000e+07 3.358660208833103e+08 5.765159067256892e+08 1.519330375855005e-01 4.537887608610378e-01 3.671506918131465e-01 2.712750974031522e-02 
7.980000000000000e+07 3.318300876863270e+08 5.726197692425368e+08 1.519787660546054e-01 4.538011894361941e-01 3.670944913262733e-01 2.712555318292732e-02 
8.020000000000000e+07 3.278327741923258e+08 5.687448719461286e+08 1.520242123761583e-01 4.538134528497210e-01 3.670387273175291e-01 2.712360745659159e-02 
8.060000000000000e+07 3.238739975702393e+08 5.648925361136377e+08 1.520693745336619e-01 4.538255533660661e-01 3.669833994011507e-01 2.712167269912135e-02 
8.100000000000000e+07 3.199537395614595e+08 5.610646682124710e+08 1.521142412368612e-01 4.538374922901774e-01 3.669285170099074e-01 2.711974946305400e-02 
8.140000000000000e+07 3.160717118346858e+08 5.572585410891643e+08 1.521588567135657e-01 4.538492737712421e-01 3.668740337589126e-01 2.711783575627935e-02 
8.180000000000000e+07 3.122275489132717e+08 5.534703839853415e+08 1.522032746573606e-01 4.538609008949148e-01 3.668198953196879e-01 2.711592912803672e-02 
8.220000000000000e+07 3.084206731160779e+08 5.496950317462387e+08 1.522475740815358e-01 4.538723791242901e-01 3.667660208053791e-01 2.711402598879513e-02 
8.260000000000000e+07 3.046520239280877e+08 5.459502229723039e+08 1.522915440109052e-01 4.538837018382125e-01 3.667126180863519e-01 2.711213606453036e-02 
8.300000000000000e+07 3.009212760572948e+08 5.422317155762398e+08 1.523352449621836e-01 4.538948726326170e-01 3.666596258094069e-01 2.711025659579262e-02 
8.340000000000000e+07 2.972275035692167e+08 5.385281447132244e+08 1.523788386963538e-01 4.539058999455869e-01 3.666068811709614e-01 2.710838018709806e-02 
8.380000000000000e+07 2.935701605440500e+08 5.348340063709719e+08 1.524224084894756e-01 4.539167889249058e-01 3.665542995413981e-01 2.710650304422041e-02 
8.420000000000000e+07 2.899510091000345e+08 5.311776845116251e+08 1.524655771301933e-01 4.539275241809264e-01 3.665022562073252e-01 2.710464248155514e-02 
8.460000000000000e+07 2.893090445634820e+08 5.305365169568636e+08 1.524731763763492e-01 4.539293813316510e-01 3.664931277682087e-01 2.710431452379101e-02 
8.500000000000000e+07 2.828208918635545e+08 5.239033515057437e+08 1.525518031866756e-01 4.539485880125790e-01 3.663986876632077e-01 2.710092113753776e-02 
8.540000000000000e+07 2.793110617513349e+08 5.203051991960566e+08 1.525945910809947e-01 4.539589065522597e-01 3.663474296273276e-01 2.709907273941807e-02 
8.580000000000000e+07 2.758370999891520e+08 5.167248457421172e+08 1.526372973526344e-01 4.539690904572284e-01 3.662963858330944e-01 2.709722635704292e-02 
8.620000000000000e+07 2.723986137969103e+08 5.131608442370260e+08 1.526799573809146e-01 4.539791425271066e-01 3.662455197028643e-01 2.709538038911439e-02 
8.660000000000000e+07 2.689957951243489e+08 5.096172061615839e+08 1.527225156003788e-01 4.539890610934784e-01 3.661948859121016e-01 2.709353739404128e-02 
8.700000000000000e+07 2.656287200223122e+08 5.060972242484386e+08 1.527649304323770e-01 4.539988453406356e-01 3.661445249371570e-01 2.709169928983014e-02 
8.740000000000000e+07 2.622966843244724e+08 5.025954170067534e+08 1.528072994306791e-01 4.540085005262635e-01 3.660943384171751e-01 2.708986162588236e-02 
8.780000000000000e+07 2.589995339314532e+08 4.991125805881553e+08 1.528496218913399e-01 4.540180274262356e-01 3.660443262381198e-01 2.708802444430465e-02 
8.820000000000000e+07 2.557371485292032e+08 4.956486350719075e+08 1.528919056790864e-01 4.540274268919657e-01 3.659944800356931e-01 2.708618739325474e-02 
8.860000000000000e+07 2.525092767470794e+08 4.922033832460129e+08 1.529341681763494e-01 4.540367008071926e-01 3.659447813256723e-01 2.708434969078570e-02 
8.900000000000000e+07 2.518267051705148e+08 4.914813772861949e+08 1.529430758973801e-01 4.540386268384098e-01 3.659343352812099e-01 2.708396198300007e-02 
8.940000000000000e+07 2.461563758715496e+08 4.853729944418385e+08 1.530185914815415e-01 4.540548729947830e-01 3.658458614190813e-01 2.708067410459429e-02 
8.980000000000000e+07 2.430315954373388e+08 4.819941650838277e+08 1.530606549092641e-01 4.540637689337340e-01 3.657967354533797e-01 2.707884070362242e-02 
9.020000000000000e+07 2.399397516451731e+08 4.786270058871284e+08 1.531028600107713e-01 4.540725476488016e-01 3.657475931337928e-01 2.707699920663419e-02 
9.060000000000000e+07 2.368808883430281e+08 4.752756921890481e+08 1.531451550800180e-01 4.540812079935092e-01 3.656984849316605e-01 2.707515199481230e-02 
9.100000000000000e+07 2.338553251198995e+08 4.719435482440083e+08 1.531874741224467e-01 4.540897478839573e-01 3.656494758936049e-01 2.707330209999117e-02 
9.140000000000000e+07 2.308632735427265e+08 4.686351918415110e+08 1.532297388889793e-01 4.540981653590193e-01 3.656006426298709e-01 2.707145312213051e-02 
9.180000000000000e+07 2.279040432867923e+08 4.653466416833093e+08 1.532720376155635e-01 4.541064639768012e-01 3.655518973908140e-01 2.706960101682137e-02 
9.220000000000000e+07 2.249771416793802e+08 4.620764223072622e+08 1.533144120443962e-01 4.541146455487770e-01 3.655031985359889e-01 2.706774387083797e-02 
9.260000000000000e+07 2.220820817974544e+08 4.588217076677871e+08 1.533569309611073e-01 4.541227121536172e-01 3.654544783650785e-01 2.706587852019718e-02 
9.300000000000000e+07 2.192187576329560e+08 4.555842270271873e+08 1.533995683737558e-01 4.541306635889678e-01 3.654057618713996e-01 2.706400616587681e-02 
9.340000000000000e+07 2.163888893815548e+08 4.523797124932661e+08 1.534419831176183e-01 4.541384907789018e-01 3.653573835952369e-01 2.706214250824304e-02 
9.380000000000000e+07 2.135889947049787e+08 4.491827361003387e+08 1.534847589962368e-01 4.541462095883547e-01 3.653087707354711e-01 2.706026067993739e-02 
9.420000000000000e+07 2.108199477457716e+08 4.460009916032341e+08 1.535277257519650e-01 4.541538157356798e-01 3.652600899924860e-01 2.705836851986911e-02 
9.460000000000000e+07 2.080825728992181e+08 4.428436755330915e+08 1.535706879882102e-01 4.541613046918231e-01 3.652115322949970e-01 2.705647502496959e-02 
9.500000000000000e+07 2.053758218237894e+08 4.397040657249947e+08 1.536138117905991e-01 4.541686804434071e-01 3.651629352215354e-01 2.705457254445845e-02 
9.540000000000000e+07 2.026993625646079e+08 4.365806420613649e+08 1.536571396671239e-01 4.541759440490541e-01 3.651142571647783e-01 2.705265911904363e-02 
9.580000000000000e+07 2.000534036331456e+08 4.334782125546873e+08 1.537005713681046e-01 4.541830939139584e-01 3.650655953450684e-01 2.705073937286872e-02 
9.620000000000000e+07 1.974379443618267e+08 4.303966150256534e+08 1.537441100304348e-01 4.541901300882807e-01 3.650169467198516e-01 2.704881316143293e-02 
9.660000000000000e+07 1.948517689780061e+08 4.273306626575646e+08 1.537879126602760e-01 4.541970552202294e-01 3.649681588888161e-01 2.704687323067866e-02 
9.700000000000000e+07 1.922947050677392e+08 4.242796742827737e+08 1.538320005004223e-01 4.542038696661013e-01 3.649192112347795e-01 2.704491859869695e-02 
9.740000000000000e+07 1.897667124792855e+08 4.212442884442532e+08 1.538763684704558e-01 4.542105729737820e-01 3.648701090628728e-01 2.704294949288941e-02 
9.780000000000000e+07 1.872671971092353e+08 4.182237398578176e+08 1.539210698496626e-01 4.542171653177944e-01 3.648208013969150e-01 2.704096343562796e-02 
9.820000000000000e+07 1.847965704838319e+08 4.152204036111991e+08 1.539660287476545e-01 4.542236461787413e-01 3.647713611301162e-01 2.703896394348801e-02 
9.860000000000000e+07 1.823551603236384e+08 4.122410157815917e+08 1.540110823637584e-01 4.542300140952820e-01 3.647219449967280e-01 2.703695854423147e-02 
9.900000000000000e+07 1.799421785764709e+08 4.092796853608222e+08 1.540564001891344e-01 4.542362702320544e-01 3.646723901909015e-01 2.703493938790963e-02 
9.940000000000000e+07 1.775564092816200e+08 4.063307512331748e+08 1.541021699097735e-01 4.542424156042457e-01 3.646225167134668e-01 2.703289777251405e-02 
9.980000000000000e+07 1.751980945270307e+08 4.033971701779060e+08 1.541483155903746e-01 4.542484490137059e-01 3.645723981930141e-01 2.703083720290551e-02 
1.002000000000000e+08 1.728677981273494e+08 4.004850914101143e+08 1.541946559940185e-01 4.542543702382461e-01 3.645222076816924e-01 2.702876608604304e-02 
1.006000000000000e+08 1.705661317858160e+08 3.976004724172823e+08 1.542410089572031e-01 4.542601796517981e-01 3.644721185122247e-01 2.702669287877418e-02 
1.010000000000000e+08 1.682906927767818e+08 3.947280519178591e+08 1.542878778194565e-01 4.542658769630359e-01 3.644216510075166e-01 2.702459420999115e-02 
1.014000000000000e+08 1.660418297158923e+08 3.918717236519773e+08 1.543351499989576e-01 4.542714618270743e-01 3.643709128770055e-01 2.702247529696259e-02 
1.018000000000000e+08 1.638194932555695e+08 3.890327017779524e+08 1.543827996900700e-01 4.542769338847466e-01 3.643199290954107e-01 2.702033732977266e-02 
1.022000000000000e+08 1.616234446849480e+08 3.862107607766547e+08 1.544308478088988e-01 4.542822928585789e-01 3.642686800027695e-01 2.701817932975290e-02 
1.026000000000000e+08 1.594534352508757e+08 3.834062230549128e+08 1.544793028388513e-01 4.542875383201191e-01 3.642171579481163e-01 2.701600089291335e-02 
1.030000000000000e+08 1.573093198616273e+08 3.806178350397155e+08 1.545282092956675e-01 4.542926697196598e-01 3.641653210398420e-01 2.701379994483078e-02 
1.034000000000000e+08 1.551893826158707e+08 3.778390375418608e+08 1.545778667608709e-01 4.542976822637389e-01 3.641128884786317e-01 2.701156249675853e-02 
1.038000000000000e+08 1.530943961766748e+08 3.750727841470690e+08 1.546281403344870e-01 4.543025781101067e-01 3.640599867075873e-01 2.700929484781903e-02 
1.042000000000000e+08 1.510252466873422e+08 3.723300827636275e+08 1.546786610827042e-01 4.543073602451788e-01 3.640069645118266e-01 2.700701416029050e-02 
1.046000000000000e+08 1.489815657629507e+08 3.696071919146440e+08 1.547295557874135e-01 4.543120277297672e-01 3.639537019460937e-01 2.700471453672555e-02 
1.050000000000000e+08 1.469630874973955e+08 3.669061030116315e+08 1.547807664912483e-01 4.543165816344815e-01 3.639002531974355e-01 2.700239867683455e-02 
1.054000000000000e+08 1.449698999956713e+08 3.642261482121923e+08 1.548323126534023e-01 4.543210216024391e-01 3.638466000700074e-01 2.700006567415130e-02 
1.058000000000000e+08 1.429983038459740e+08 3.615473154535117e+08 1.548851202555405e-01 4.543253277417350e-01 3.637918797716049e-01 2.699767223111969e-02 
1.062000000000000e+08 1.410493439673524e+08 3.588752570574484e+08 1.549389277650912e-01 4.543295056684319e-01 3.637363359888410e-01 2.699523057763581e-02 
1.066000000000000e+08 1.391250741771672e+08 3.562273929721081e+08 1.549929981218280e-01 4.543335697018172e-01 3.636806570356427e-01 2.699277514071210e-02 
1.070000000000000e+08 1.372256482170734e+08 3.536052013469863e+08 1.550472703033428e-01 4.543375209919149e-01 3.636248999348164e-01 2.699030876992575e-02 
1.074000000000000e+08 1.353489055625157e+08 3.509974600916281e+08 1.551022871355542e-01 4.543413467176471e-01 3.635685600809516e-01 2.698780606584717e-02 
1.078000000000000e+08 1.334953355275676e+08 3.484063320160713e+08 1.551579381567907e-01 4.543450496565197e-01 3.635117399863645e-01 2.698527220032501e-02 
1.082000000000000e+08 1.316640304927726e+08 3.458301769338408e+08 1.552143643251265e-01 4.543486241016196e-01 3.634543110387964e-01 2.698270053445750e-02 
1.086000000000000e+08 1.298552915268278e+08 3.432695389887660e+08 1.552715188731534e-01 4.543520719451349e-01 3.633963159099494e-01 2.698009327176213e-02 
1.090000000000000e+08 1.280682809081671e+08 3.407217175824487e+08 1.553296008290120e-01 4.543553852454449e-01 3.633375728804658e-01 2.697744104507742e-02 
1.094000000000000e+08 1.263026626411989e+08 3.381856311719537e+08 1.553886899453858e-01 4.543585608157340e-01 3.632780091353190e-01 2.697474010356114e-02 
1.098000000000000e+08 1.245587625974705e+08 3.356641215880558e+08 1.554486411956514e-01 4.543616029141333e-01 3.632177586479546e-01 2.697199724226069e-02 
1.102000000000000e+08 1.228366151954181e+08 3.331606185193884e+08 1.555093211066716e-01 4.543645140099037e-01 3.631569461929072e-01 2.696921869051746e-02 
1.106000000000000e+08 1.211363583385692e+08 3.306761539777906e+08 1.555706545192871e-01 4.543672975333547e-01 3.630956399582264e-01 2.696640798913185e-02 
1.110000000000000e+08 1.194581548991022e+08 3.282136478388066e+08 1.556324910783217e-01 4.543699584143797e-01 3.630339783172112e-01 2.696357219008736e-02 
1.114000000000000e+08 1.178009771367512e+08 3.257669023005574e+08 1.556952266097363e-01 4.543724813080399e-01 3.629715993990568e-01 2.696069268316697e-02 
1.118000000000000e+08 1.161631068843951e+08 3.233272242503424e+08 1.557594473850363e-01 4.543748427074038e-01 3.629079680179398e-01 2.695774188962022e-02 
1.122000000000000e+08 1.145453788401284e+08 3.208988369126947e+08 1.558248685833808e-01 4.543770540327756e-01 3.628433441761226e-01 2.695473320772093e-02 
1.126000000000000e+08 1.129467618985670e+08 3.184797742604477e+08 1.558917788030278e-01 4.543790978157981e-01 3.627774704139216e-01 2.695165296725247e-02 
1.130000000000000e+08 1.113680553140872e+08 3.160743421240642e+08 1.559598364874468e-01 4.543809901661371e-01 3.627106560752851e-01 2.694851727113097e-02 
1.134000000000000e+08 1.098116256241076e+08 3.137011952751155e+08 1.560277803526156e-01 4.543827842565791e-01 3.626440499133818e-01 2.694538547742365e-02 
1.138000000000000e+08 1.082740984878805e+08 3.113389104812174e+08 1.560971544870145e-01 4.543844120497484e-01 3.625762485951441e-01 2.694218486809295e-02 
1.142000000000000e+08 1.067553216361938e+08 3.089872122625139e+08 1.561679888688997e-01 4.543858720130332e-01 3.625072250915332e-01 2.693891402653397e-02 
1.146000000000000e+08 1.052564810218794e+08 3.066562305860188e+08 1.562395832561422e-01 4.543871944938002e-01 3.624376163295236e-01 2.693560592053389e-02 
1.150000000000000e+08 1.037764450593631e+08 3.043386394553791e+08 1.563125230002000e-01 4.543883513957622e-01 3.623668926575245e-01 2.693223294651330e-02 
1.154000000000000e+08 1.023134482404754e+08 3.020246072622801e+08 1.563876558661613e-01 4.543893001917018e-01 3.622942888413048e-01 2.692875510083213e-02 
1.158000000000000e+08 1.008698825786994e+08 2.997311314487004e+08 1.564636049585686e-01 4.543901077714358e-01 3.622210499512953e-01 2.692523731870023e-02 
1.162000000000000e+08 9.944608135286689e+07 2.974614606172869e+08 1.565401302567322e-01 4.543907851539738e-01 3.621473936805665e-01 2.692169090872755e-02 
1.166000000000000e+08 9.803944325297904e+07 2.952005728455136e+08 1.566185648612471e-01 4.543912641575046e-01 3.620721180359414e-01 2.691805294530698e-02 
1.170000000000000e+08 9.665045087810922e+07 2.929514819918985e+08 1.566986601521413e-01 4.543915569318961e-01 3.619954477598328e-01 2.691433515612981e-02 
1.174000000000000e+08 9.527863512615323e+07 2.907134550426855e+08 1.567806031326497e-01 4.543916503772023e-01 3.619172178351976e-01 2.691052865495029e-02 
1.178000000000000e+08 9.392429414580274e+07 2.884886311706951e+08 1.568641861502966e-01 4.543915557645533e-01 3.618376148290918e-01 2.690664325605827e-02 
1.182000000000000e+08 9.258763393841934e+07 2.862801806913652e+08 1.569491739468638e-01 4.543912840400732e-01 3.617568519699395e-01 2.690269004312345e-02 
1.186000000000000e+08 9.126876667621469e+07 2.840905318765581e+08 1.570353378030256e-01 4.543908476299990e-01 3.616751347409847e-01 2.689867982599077e-02 
1.190000000000000e+08 8.996707717166042e+07 2.819163293102643e+08 1.571230518071121e-01 4.543902249267017e-01 3.615921283590845e-01 2.689459490710185e-02 
1.194000000000000e+08 8.868196348983002e+07 2.797547856189697e+08 1.572126435876838e-01 4.543893966620910e-01 3.615075399705642e-01 2.689041977966104e-02 
1.198000000000000e+08 8.741321468779731e+07 2.776061829383507e+08 1.573041651168577e-01 4.543883578048959e-01 3.614213251210160e-01 2.688615195723049e-02 
1.202000000000000e+08 8.616070101702428e+07 2.754703065484881e+08 1.573976677840604e-01 4.543871047256825e-01 3.613334384917972e-01 2.688178899845990e-02 
1.206000000000000e+08 8.492394149071622e+07 2.733452708419065e+08 1.574934642640975e-01 4.543856167370333e-01 3.612436029267048e-01 2.687731607216440e-02 
1.210000000000000e+08 8.370251579200864e+07 2.712295909049757e+08 1.575918096005501e-01 4.543838768290970e-01 3.611515924902632e-01 2.687272108008980e-02 
1.214000000000000e+08 8.249711549396133e+07 2.691289130135992e+08 1.576920486939476e-01 4.543819239028042e-01 3.610579923787537e-01 2.686803502449450e-02 
1.218000000000000e+08 8.130796917546558e+07 2.670458434841335e+08 1.577939072510164e-01 4.543797736270226e-01 3.609630482454540e-01 2.686327087650689e-02 
1.222000000000000e+08 8.013500892325115e+07 2.649819094911442e+08 1.578971997427208e-01 4.543774373221338e-01 3.608669255159727e-01 2.685843741917283e-02 
1.226000000000000e+08 7.897821676039815e+07 2.629363592334414e+08 1.580020111866043e-01 4.543749099609813e-01 3.607695482227763e-01 2.685353062963806e-02 
1.230000000000000e+08 7.783415909131110e+07 2.608890658083984e+08 1.581114064907825e-01 4.543719921024935e-01 3.606681962062323e-01 2.684840520049166e-02 
1.234000000000000e+08 7.670387160511172e+07 2.588460994364295e+08 1.582244613242070e-01 4.543687438907624e-01 3.605636898326127e-01 2.684310495241785e-02 
1.238000000000000e+08 7.558978703675747e+07 2.568268560209494e+08 1.583384870757560e-01 4.543653357309496e-01 3.604584199066044e-01 2.683775728669006e-02 
1.242000000000000e+08 7.449127145948184e+07 2.548268216338687e+08 1.584541541146482e-01 4.543617242269779e-01 3.603517912343542e-01 2.683233042401964e-02 
1.246000000000000e+08 7.340599828631830e+07 2.528321783959839e+08 1.585737598117516e-01 4.543577559102164e-01 3.602417688927627e-01 2.682671538526945e-02 
1.250000000000000e+08 7.233496781352842e+07 2.508500480826998e+08 1.586961696111677e-01 4.543535057975001e-01 3.601293586122686e-01 2.682096597906363e-02 
1.254000000000000e+08 7.127875191091967e+07 2.488859722700634e+08 1.588205654175602e-01 4.543490268637704e-01 3.600152867319697e-01 2.681512098669978e-02 
1.258000000000000e+08 7.023598226889479e+07 2.469318276892147e+08 1.589484565995770e-01 4.543442153575046e-01 3.598982192746938e-01 2.680910876822459e-02 
1.262000000000000e+08 6.920684652424157e+07 2.449894888572538e+08 1.590795286588374e-01 4.543390923639818e-01 3.597784347339542e-01 2.680294424322664e-02 
1.266000000000000e+08 6.819213673715997e+07 2.430661948233941e+08 1.592125433976801e-01 4.543337414240957e-01 3.596570290199045e-01 2.679668615831973e-02 
1.270000000000000e+08 6.719070634987199e+07 2.411544645080857e+08 1.593490197596294e-01 4.543280559784191e-01 3.595326618732926e-01 2.679026238865889e-02 
1.274000000000000e+08 6.620141499122834e+07 2.392476542555242e+08 1.594903900852136e-01 4.543219343662651e-01 3.594040706485599e-01 2.678360489996126e-02 
1.278000000000000e+08 6.522504779155505e+07 2.373519316238298e+08 1.596355180012895e-01 4.543154545619196e-01 3.592722598064743e-01 2.677676763031658e-02 
1.282000000000000e+08 6.426185985161757e+07 2.354702127283292e+08 1.597839485865081e-01 4.543086464426059e-01 3.591376328177283e-01 2.676977215315776e-02 
1.286000000000000e+08 6.331175437380505e+07 2.336032118112581e+08 1.599356025973829e-01 4.543015146479676e-01 3.590002605363734e-01 2.676262221827602e-02 
1.290000000000000e+08 6.237445884381866e+07 2.317495131219215e+08 1.600908485585545e-01 4.542940320924290e-01 3.588598190399753e-01 2.675530030904126e-02 
1.294000000000000e+08 6.144953527604163e+07 2.299073015187070e+08 1.602502185118607e-01 4.542861589256551e-01 3.587158414385475e-01 2.674778112393672e-02 
1.298000000000000e+08 6.053663573773694e+07 2.280752389601300e+08 1.604142548169285e-01 4.542778531164228e-01 3.585678532097386e-01 2.674003885691027e-02 
1.302000000000000e+08 5.963614924023247e+07 2.262566603331761e+08 1.605821347020106e-01 4.542691745300658e-01 3.584165781599957e-01 2.673211260792794e-02 
1.306000000000000e+08 5.874864374535573e+07 2.244567560788856e+08 1.607526123458222e-01 4.542602134725163e-01 3.582631126052556e-01 2.672406157640600e-02 
1.310000000000000e+08 5.787202920034778e+07 2.226615788436769e+08 1.609297275802200e-01 4.542506683456289e-01 3.581039104013451e-01 2.671569367280598e-02 
1.314000000000000e+08 5.700574345089579e+07 2.208676712117627e+08 1.611145202089223e-01 4.542404611018522e-01 3.579380592407473e-01 2.670695944847806e-02 
1.318000000000000e+08 5.615298485643101e+07 2.191000199512308e+08 1.612999963199218e-01 4.542301110682549e-01 3.577717011844228e-01 2.669819142740047e-02 
1.322000000000000e+08 5.531171206646311e+07 2.173440512966294e+08 1.614906014672078e-01 4.542192840247755e-01 3.576009363180529e-01 2.668917818996380e-02 
1.326000000000000e+08 5.447999457306504e+07 2.155869356677029e+08 1.616904827147125e-01 4.542076658015270e-01 3.574221289984010e-01 2.667972248535949e-02 
1.330000000000000e+08 5.366131772762442e+07 2.138556155479126e+08 1.618911079741112e-01 4.541959007524643e-01 3.572427611568529e-01 2.667023011657164e-02 
1.334000000000000e+08 5.285487822846687e+07 2.121441354210296e+08 1.620944747178795e-01 4.541838369263939e-01 3.570610822888316e-01 2.666060606689497e-02 
1.338000000000000e+08 5.205711112842643e+07 2.104285097875013e+08 1.623092969679131e-01 4.541708049064463e-01 3.568694623995997e-01 2.665043572604093e-02 
1.342000000000000e+08 5.126916232677996e+07 2.087164271553084e+08 1.625327750178203e-01 4.541570198242035e-01 3.566703528543263e-01 2.663985230365005e-02 
1.346000000000000e+08 5.049264672845376e+07 2.070222269429464e+08 1.627603568613216e-01 4.541428252191364e-01 3.564677456102366e-01 2.662907230930535e-02 
1.350000000000000e+08 4.972722170898652e+07 2.053428669757271e+08 1.629930082058526e-01 4.541281482079585e-01 3.562607937749218e-01 2.661804981126693e-02 
1.354000000000000e+08 4.897149257567835e+07 2.036703534496279e+08 1.632344724954278e-01 4.541126938189426e-01 3.560462270848174e-01 2.660660660081223e-02 
1.358000000000000e+08 4.822587793625653e+07 2.020075419914517e+08 1.634834959170503e-01 4.540965601891716e-01 3.558251415329631e-01 2.659480236081494e-02 
1.362000000000000e+08 4.749125246042132e+07 2.003626066472583e+08 1.637369480488977e-01 4.540799887663429e-01 3.556002771270331e-01 2.658278605772647e-02 
1.366000000000000e+08 4.676661756616652e+07 1.987283145502286e+08 1.639982344353058e-01 4.540627112899572e-01 3.553686587094340e-01 2.657039556530291e-02 
1.370000000000000e+08 4.605093629415417e+07 1.970980199379802e+08 1.642708067637497e-01 4.540444535640540e-01 3.551272731343755e-01 2.655746653782078e-02 
1.374000000000000e+08 4.534543570559132e+07 1.954820048954766e+08 1.645499880936303e-01 4.540255825140065e-01 3.548802077805758e-01 2.654422161178741e-02 
1.378000000000000e+08 4.465018453933191e+07 1.938812339989502e+08 1.648354718748668e-01 4.540061211589901e-01 3.546277315937008e-01 2.653067537244225e-02 
1.382000000000000e+08 4.396368183879495e+07 1.922859945480523e+08 1.651329780544162e-01 4.539856110067613e-01 3.543648555253631e-01 2.651655541345952e-02 
1.386000000000000e+08 4.328637808189154e+07 1.906997180704756e+08 1.654407261593988e-01 4.539641932971977e-01 3.540931340302255e-01 2.650194651317813e-02 
1.390000000000000e+08 4.261845684036171e+07 1.891251628646331e+08 1.657578340552764e-01 4.539419342074852e-01 3.538133411032182e-01 2.648689063402016e-02 
1.394000000000000e+08 4.196046131485355e+07 1.875675580743630e+08 1.660811811704072e-01 4.539190835282730e-01 3.535281989007876e-01 2.647153640053224e-02 
1.398000000000000e+08 4.131242579307699e+07 1.860272522040863e+08 1.664105753020514e-01 4.538956565373105e-01 3.532378751991038e-01 2.645589296153452e-02 
1.402000000000000e+08 4.067161757833481e+07 1.844846393756105e+08 1.667603449733997e-01 4.538704903959359e-01 3.529298868752690e-01 2.643927775539547e-02 
1.406000000000000e+08 4.003804740051472e+07 1.829397964175975e+08 1.671304334786926e-01 4.538435896905436e-01 3.526042833475769e-01 2.642169348318699e-02 
1.410000000000000e+08 3.941450849256408e+07 1.814159776320009e+08 1.675052204903421e-01 4.538162143919970e-01 3.522746809300544e-01 2.640388418760649e-02 
1.414000000000000e+08 3.880077982205105e+07 1.799117258768830e+08 1.678860470516539e-01 4.537882544373467e-01 3.519399125386403e-01 2.638578597235909e-02 
1.418000000000000e+08 3.819457811518693e+07 1.784106155972160e+08 1.682864803236626e-01 4.537586023952852e-01 3.515881648111927e-01 2.636675246985944e-02 
1.422000000000000e+08 3.759640344608891e+07 1.769164373762460e+08 1.687038110820609e-01 4.537274776847969e-01 3.512217984961996e-01 2.634691273694277e-02 
1.426000000000000e+08 3.700608021412337e+07 1.754291021822329e+08 1.691401315187790e-01 4.536947011582630e-01 3.508390003066904e-01 2.632616701626750e-02 
